id,direction,from,to,date,4:00-5:00am,5:00-6:00am,6:00-7:00am,7:00-8:00am,8:00-9:00am 
9381,north,south,north,2018-04-15,100,94,111,119,107
9382,south,north,south,2018-04-16,78,145,119,177,102
9383,east,west,east,2018-04-17,83,146,176,124,142
9384,west,east,west,2018-04-18,50,106,109,169,139
9385,north,south,north,2018-04-19,58,130,175,179,105
9386,south,north,south,2018-04-20,53,106,159,187,167
9387,east,west,east,2018-04-21,63,105,136,135,165
9388,west,east,west,2018-04-22,103,103,118,176,138
9389,north,south,north,2018-04-23,55,146,168,121,98
9390,south,north,south,2018-04-24,76,132,158,134,141
9391,east,west,east,2018-04-25,56,92,123,142,143
9392,west,east,west,2018-04-26,59,96,150,188,119
9393,north,south,north,2018-04-27,75,129,175,149,114
9394,south,north,south,2018-04-28,76,81,132,129,115
9395,east,west,east,2018-04-29,112,118,113,170,102
9396,west,east,west,2018-04-30,99,112,164,124,168
9397,north,south,north,2018-05-01,46,74,129,106,82
9398,south,north,south,2018-05-02,76,78,151,105,100
9399,east,west,east,2018-05-03,75,129,148,108,88
9400,west,east,west,2018-05-04,76,124,146,106,101
9401,north,south,north,2018-05-05,109,128,124,98,150
9402,south,north,south,2018-05-06,68,79,126,124,139
9403,east,west,east,2018-05-07,77,118,124,137,85
9404,west,east,west,2018-05-08,106,99,116,105,112
9405,north,south,north,2018-05-09,107,78,92,107,110
9406,south,north,south,2018-05-10,42,132,118,152,136
9407,east,west,east,2018-05-11,103,68,120,166,74
9408,west,east,west,2018-05-12,94,101,154,164,117
9409,north,south,north,2018-05-13,100,96,90,154,97
9410,south,north,south,2018-05-14,109,128,93,160,104
9411,east,west,east,2018-05-15,108,67,94,127,94
9412,west,east,west,2018-05-16,98,100,102,105,75
9413,north,south,north,2018-05-17,68,94,126,154,138
9414,south,north,south,2018-05-18,75,94,91,156,132
9415,east,west,east,2018-05-19,54,97,129,139,82
9416,west,east,west,2018-05-20,70,104,155,154,122
9417,north,south,north,2018-05-21,104,79,148,150,123
9418,south,north,south,2018-05-22,71,107,127,150,106
9419,east,west,east,2018-05-23,107,126,98,134,142
9420,west,east,west,2018-05-24,83,105,126,154,102
9421,north,south,north,2018-05-25,72,78,122,106,98
9422,south,north,south,2018-05-26,94,102,126,114,98
9423,east,west,east,2018-05-27,100,125,104,165,78
9424,west,east,west,2018-05-28,110,134,145,160,133
9425,north,south,north,2018-05-29,74,96,98,127,110
9426,south,north,south,2018-05-30,105,80,121,140,136
9427,east,west,east,2018-05-31,81,93,105,136,116
9428,west,east,west,2018-06-01,75,93,84,147,128
9429,north,south,north,2018-06-02,52,100,147,153,127
9430,south,north,south,2018-06-03,92,98,143,127,72
9431,east,west,east,2018-06-04,74,92,145,145,105
9432,west,east,west,2018-06-05,95,62,119,129,86
9433,north,south,north,2018-06-06,48,127,110,101,123
9434,south,north,south,2018-06-07,40,73,147,148,138
9435,east,west,east,2018-06-08,51,116,96,119,134
9436,west,east,west,2018-06-09,41,119,83,118,104
9437,north,south,north,2018-06-10,104,98,142,129,124
9438,south,north,south,2018-06-11,98,124,119,102,111
9439,east,west,east,2018-06-12,69,88,84,117,70
9440,west,east,west,2018-06-13,40,92,86,117,133
9441,north,south,north,2018-06-14,94,90,108,96,77
9442,south,north,south,2018-06-15,100,72,108,91,94
9443,east,west,east,2018-06-16,94,87,137,117,96
9444,west,east,west,2018-06-17,75,88,119,153,124
9445,north,south,north,2018-06-18,79,94,142,92,75
9446,south,north,south,2018-06-19,104,72,90,121,98
9447,east,west,east,2018-06-20,42,89,116,144,96
9448,west,east,west,2018-06-21,46,63,84,150,101
9449,north,south,north,2018-06-22,92,120,122,140,98
9450,south,north,south,2018-06-23,45,65,143,119,77
9451,east,west,east,2018-06-24,68,119,88,141,130
9452,west,east,west,2018-06-25,75,63,115,122,122
9453,north,south,north,2018-06-26,40,113,110,145,113
9454,south,north,south,2018-06-27,40,93,142,93,109
9455,east,west,east,2018-06-28,78,122,113,155,82
9456,west,east,west,2018-06-29,47,72,122,155,98
9457,north,south,north,2018-06-30,75,64,134,116,114
9458,south,north,south,2018-07-01,45,109,127,97,63
9459,east,west,east,2018-07-02,44,77,123,80,69
9460,west,east,west,2018-07-03,70,55,125,75,114
9461,north,south,north,2018-07-04,39,85,98,130,97
9462,south,north,south,2018-07-05,92,58,67,128,113
9463,east,west,east,2018-07-06,65,58,71,127,87
9464,west,east,west,2018-07-07,65,52,75,72,85
9465,north,south,north,2018-07-08,36,105,122,127,97
9466,south,north,south,2018-07-09,63,109,121,76,121
9467,east,west,east,2018-07-10,66,57,121,77,61
9468,west,east,west,2018-07-11,62,80,100,106,64
9469,north,south,north,2018-07-12,92,87,70,71,110
9470,south,north,south,2018-07-13,45,77,121,74,65
9471,east,west,east,2018-07-14,43,111,68,71,120
9472,west,east,west,2018-07-15,93,86,101,104,57
9473,north,south,north,2018-07-16,71,58,73,132,95
9474,south,north,south,2018-07-17,90,109,126,123,68
9475,east,west,east,2018-07-18,64,58,124,79,121
9476,west,east,west,2018-07-19,92,112,102,100,60
9477,north,south,north,2018-07-20,95,79,122,101,112
9478,south,north,south,2018-07-21,95,78,73,128,114
9479,east,west,east,2018-07-22,96,106,98,71,62
9480,west,east,west,2018-07-23,93,59,92,102,82
9481,north,south,north,2018-07-24,70,86,69,129,91
9482,south,north,south,2018-07-25,98,52,92,101,90
9483,east,west,east,2018-07-26,36,60,73,73,68
9484,west,east,west,2018-07-27,68,106,100,79,66
9485,north,south,north,2018-07-28,95,109,128,101,111
9486,south,north,south,2018-07-29,94,78,100,124,57
9487,east,west,east,2018-07-30,88,103,99,101,89
9488,west,east,west,2018-07-31,43,55,93,77,87
9489,north,south,north,2018-08-01,75,93,82,139,127
9490,south,north,south,2018-08-02,99,82,78,80,91
9491,east,west,east,2018-08-03,40,114,81,80,77
9492,west,east,west,2018-08-04,68,61,82,114,126
9493,north,south,north,2018-08-05,90,58,135,82,126
9494,south,north,south,2018-08-06,68,109,74,116,92
9495,east,west,east,2018-08-07,45,115,135,115,75
9496,west,east,west,2018-08-08,76,58,109,142,88
9497,north,south,north,2018-08-09,100,115,75,138,100
9498,south,north,south,2018-08-10,94,63,76,90,79
9499,east,west,east,2018-08-11,71,64,83,90,74
9500,west,east,west,2018-08-12,90,117,126,137,65
9501,north,south,north,2018-08-13,41,92,110,80,72
9502,south,north,south,2018-08-14,93,68,84,107,120
9503,east,west,east,2018-08-15,91,60,111,107,75
9504,west,east,west,2018-08-16,43,87,81,83,105
9505,north,south,north,2018-08-17,100,116,126,118,63
9506,south,north,south,2018-08-18,64,66,135,110,91
9507,east,west,east,2018-08-19,74,119,111,137,71
9508,west,east,west,2018-08-20,73,56,100,138,114
9509,north,south,north,2018-08-21,93,85,75,116,121
9510,south,north,south,2018-08-22,97,92,103,115,114
9511,east,west,east,2018-08-23,95,109,107,85,96
9512,west,east,west,2018-08-24,40,91,75,89,103
9513,north,south,north,2018-08-25,97,83,79,117,97
9514,south,north,south,2018-08-26,101,60,107,137,97
9515,east,west,east,2018-08-27,68,68,106,81,66
9516,west,east,west,2018-08-28,50,62,126,136,120
9517,north,south,north,2018-08-29,74,92,78,92,120
9518,south,north,south,2018-08-30,94,120,107,115,80
9519,east,west,east,2018-08-31,41,85,110,135,75
9520,west,east,west,2018-09-01,50,81,117,105,101
9521,north,south,north,2018-09-02,100,124,145,99,80
9522,south,north,south,2018-09-03,52,98,105,110,86
9523,east,west,east,2018-09-04,99,76,90,166,93
9524,west,east,west,2018-09-05,50,93,103,98,122
9525,north,south,north,2018-09-06,54,118,102,98,90
9526,south,north,south,2018-09-07,52,66,102,132,115
9527,east,west,east,2018-09-08,48,108,146,132,120
9528,west,east,west,2018-09-09,94,92,93,158,88
9529,north,south,north,2018-09-10,107,129,156,105,134
9530,south,north,south,2018-09-11,74,104,146,130,135
9531,east,west,east,2018-09-12,82,124,106,155,132
9532,west,east,west,2018-09-13,109,108,149,127,87
9533,north,south,north,2018-09-14,44,118,120,154,144
9534,south,north,south,2018-09-15,46,106,121,158,131
9535,east,west,east,2018-09-16,76,121,121,104,113
9536,west,east,west,2018-09-17,78,96,150,129,130
9537,north,south,north,2018-09-18,69,127,104,162,137
9538,south,north,south,2018-09-19,104,105,128,103,87
9539,east,west,east,2018-09-20,57,118,102,106,94
9540,west,east,west,2018-09-21,49,66,143,155,111
9541,north,south,north,2018-09-22,98,100,101,112,146
9542,south,north,south,2018-09-23,77,100,128,152,107
9543,east,west,east,2018-09-24,49,80,116,106,108
9544,west,east,west,2018-09-25,47,119,123,99,124
9545,north,south,north,2018-09-26,109,78,123,161,93
9546,south,north,south,2018-09-27,53,79,93,105,124
9547,east,west,east,2018-09-28,105,102,147,103,84
9548,west,east,west,2018-09-29,54,78,142,103,148
9549,north,south,north,2018-09-30,97,107,148,158,105
9550,south,north,south,2018-10-01,60,128,175,182,155
9551,east,west,east,2018-10-02,117,145,126,157,121
9552,west,east,west,2018-10-03,103,82,163,157,158
9553,north,south,north,2018-10-04,46,110,174,158,138
9554,south,north,south,2018-10-05,104,121,148,177,100
9555,east,west,east,2018-10-06,59,106,116,124,125
9556,west,east,west,2018-10-07,63,128,123,153,95
9557,north,south,north,2018-10-08,74,139,167,144,133
9558,south,north,south,2018-10-09,117,114,134,134,154
9559,east,west,east,2018-10-10,86,95,118,179,162
9560,west,east,west,2018-10-11,84,142,107,155,140
9561,north,south,north,2018-10-12,103,95,177,120,97
9562,south,north,south,2018-10-13,54,129,150,118,96
9563,east,west,east,2018-10-14,56,79,134,188,140
9564,west,east,west,2018-10-15,55,80,140,128,160
9565,north,south,north,2018-10-16,51,145,110,176,166
9566,south,north,south,2018-10-17,111,132,162,146,153
9567,east,west,east,2018-10-18,103,110,173,159,126
9568,west,east,west,2018-10-19,57,112,147,185,106
9569,north,south,north,2018-10-20,87,130,125,126,94
9570,south,north,south,2018-10-21,53,147,109,120,141
9571,east,west,east,2018-10-22,72,141,114,121,162
9572,west,east,west,2018-10-23,58,137,173,173,108
9573,north,south,north,2018-10-24,81,88,143,121,123
9574,south,north,south,2018-10-25,49,80,142,188,145
9575,east,west,east,2018-10-26,66,130,146,136,138
9576,west,east,west,2018-10-27,111,135,143,154,111
9577,north,south,north,2018-10-28,76,111,171,169,105
9578,south,north,south,2018-10-29,82,82,119,117,97
9579,east,west,east,2018-10-30,114,87,166,116,91
9580,west,east,west,2018-10-31,46,82,165,122,116
9581,north,south,north,2018-11-01,108,104,105,173,105
9582,south,north,south,2018-11-02,57,71,99,120,91
9583,east,west,east,2018-11-03,112,141,111,168,90
9584,west,east,west,2018-11-04,105,109,150,121,148
9585,north,south,north,2018-11-05,49,107,101,166,124
9586,south,north,south,2018-11-06,59,103,167,141,98
9587,east,west,east,2018-11-07,79,131,124,141,154
9588,west,east,west,2018-11-08,101,85,124,138,104
9589,north,south,north,2018-11-09,70,76,165,169,124
9590,south,north,south,2018-11-10,113,83,112,111,159
9591,east,west,east,2018-11-11,110,108,165,144,132
9592,west,east,west,2018-11-12,72,112,135,150,102
9593,north,south,north,2018-11-13,105,111,150,167,141
9594,south,north,south,2018-11-14,73,73,155,112,133
9595,east,west,east,2018-11-15,86,84,168,135,93
9596,west,east,west,2018-11-16,100,78,163,133,152
9597,north,south,north,2018-11-17,70,87,155,151,141
9598,south,north,south,2018-11-18,107,125,160,133,139
9599,east,west,east,2018-11-19,109,132,134,168,89
9600,west,east,west,2018-11-20,105,76,108,150,142
9601,north,south,north,2018-11-21,73,88,115,163,158
9602,south,north,south,2018-11-22,105,71,140,145,112
9603,east,west,east,2018-11-23,104,80,139,110,96
9604,west,east,west,2018-11-24,70,134,150,149,141
9605,north,south,north,2018-11-25,113,88,133,110,151
9606,south,north,south,2018-11-26,59,82,114,150,93
9607,east,west,east,2018-11-27,61,136,139,107,142
9608,west,east,west,2018-11-28,84,100,124,167,146
9609,north,south,north,2018-11-29,100,132,125,111,135
9610,south,north,south,2018-11-30,82,123,100,116,82
9611,east,west,east,2018-12-01,68,105,127,79,56
9612,west,east,west,2018-12-02,68,78,121,106,56
9613,north,south,north,2018-12-03,37,87,75,124,87
9614,south,north,south,2018-12-04,89,107,101,74,67
9615,east,west,east,2018-12-05,71,54,75,100,92
9616,west,east,west,2018-12-06,92,113,120,126,61
9617,north,south,north,2018-12-07,37,56,100,98,93
9618,south,north,south,2018-12-08,91,52,118,71,122
9619,east,west,east,2018-12-09,69,52,124,103,94
9620,west,east,west,2018-12-10,40,106,126,104,92
9621,north,south,north,2018-12-11,95,82,126,106,70
9622,south,north,south,2018-12-12,36,56,100,130,84
9623,east,west,east,2018-12-13,90,60,121,80,94
9624,west,east,west,2018-12-14,36,80,121,123,68
9625,north,south,north,2018-12-15,95,109,95,106,115
9626,south,north,south,2018-12-16,39,87,70,127,115
9627,east,west,east,2018-12-17,41,87,101,73,111
9628,west,east,west,2018-12-18,43,103,93,107,56
9629,north,south,north,2018-12-19,71,51,70,131,111
9630,south,north,south,2018-12-20,95,61,70,106,96
9631,east,west,east,2018-12-21,94,103,73,130,96
9632,west,east,west,2018-12-22,69,56,122,132,84
9633,north,south,north,2018-12-23,89,59,119,97,91
9634,south,north,south,2018-12-24,38,83,96,127,110
9635,east,west,east,2018-12-25,97,57,122,132,113
9636,west,east,west,2018-12-26,91,79,93,77,115
9637,north,south,north,2018-12-27,90,79,102,105,122
9638,south,north,south,2018-12-28,63,111,118,73,60
9639,east,west,east,2018-12-29,41,58,118,105,96
9640,west,east,west,2018-12-30,91,53,102,71,114
9641,north,south,north,2018-12-31,71,111,97,77,69
9642,south,north,south,2019-01-01,100,58,85,89,75
9643,east,west,east,2019-01-02,42,113,132,111,66
9644,west,east,west,2019-01-03,99,122,79,139,68
9645,north,south,north,2019-01-04,66,115,102,111,132
9646,south,north,south,2019-01-05,47,85,132,81,78
9647,east,west,east,2019-01-06,72,90,85,141,68
9648,west,east,west,2019-01-07,72,59,129,84,105
9649,north,south,north,2019-01-08,72,58,140,136,130
9650,south,north,south,2019-01-09,67,112,109,120,117
9651,east,west,east,2019-01-10,96,91,81,115,92
9652,west,east,west,2019-01-11,98,57,81,86,125
9653,north,south,north,2019-01-12,49,118,104,146,130
9654,south,north,south,2019-01-13,72,91,112,84,63
9655,east,west,east,2019-01-14,100,63,80,109,121
9656,west,east,west,2019-01-15,94,122,140,142,117
9657,north,south,north,2019-01-16,103,94,136,113,78
9658,south,north,south,2019-01-17,69,61,102,144,70
9659,east,west,east,2019-01-18,49,88,82,90,105
9660,west,east,west,2019-01-19,41,96,84,115,133
9661,north,south,north,2019-01-20,46,87,108,110,79
9662,south,north,south,2019-01-21,103,113,110,84,92
9663,east,west,east,2019-01-22,67,90,106,111,133
9664,west,east,west,2019-01-23,49,66,85,90,67
9665,north,south,north,2019-01-24,93,92,106,91,101
9666,south,north,south,2019-01-25,102,112,85,92,65
9667,east,west,east,2019-01-26,77,64,87,115,64
9668,west,east,west,2019-01-27,50,118,84,145,120
9669,north,south,north,2019-01-28,41,58,130,142,68
9670,south,north,south,2019-01-29,66,120,136,111,119
9671,east,west,east,2019-01-30,40,111,141,88,128
9672,west,east,west,2019-01-31,50,84,114,114,118
9673,north,south,north,2019-02-01,109,68,159,134,81
9674,south,north,south,2019-02-02,106,71,97,130,115
9675,east,west,east,2019-02-03,108,69,118,132,140
9676,west,east,west,2019-02-04,79,122,101,165,78
9677,north,south,north,2019-02-05,71,110,118,153,94
9678,south,north,south,2019-02-06,70,82,152,166,78
9679,east,west,east,2019-02-07,43,133,119,163,81
9680,west,east,west,2019-02-08,82,75,153,154,142
9681,north,south,north,2019-02-09,99,82,106,101,102
9682,south,north,south,2019-02-10,75,122,127,162,145
9683,east,west,east,2019-02-11,110,102,118,138,121
9684,west,east,west,2019-02-12,97,76,160,107,93
9685,north,south,north,2019-02-13,44,73,156,153,98
9686,south,north,south,2019-02-14,105,125,103,128,85
9687,east,west,east,2019-02-15,46,71,126,128,91
9688,west,east,west,2019-02-16,49,71,96,99,143
9689,north,south,north,2019-02-17,51,82,118,130,109
9690,south,north,south,2019-02-18,52,73,101,135,75
9691,east,west,east,2019-02-19,97,73,124,159,81
9692,west,east,west,2019-02-20,51,135,96,162,78
9693,north,south,north,2019-02-21,85,121,98,135,118
9694,south,north,south,2019-02-22,82,82,125,153,143
9695,east,west,east,2019-02-23,74,94,134,107,75
9696,west,east,west,2019-02-24,43,108,128,131,87
9697,north,south,north,2019-02-25,97,75,91,103,102
9698,south,north,south,2019-02-26,104,71,99,154,91
9699,east,west,east,2019-02-27,55,105,147,109,149
9700,west,east,west,2019-02-28,109,68,92,101,131
9701,north,south,north,2019-03-01,81,108,112,117,136
9702,south,north,south,2019-03-02,88,77,115,159,114
9703,east,west,east,2019-03-03,93,88,149,150,169
9704,west,east,west,2019-03-04,84,97,112,172,141
9705,north,south,north,2019-03-05,48,112,119,157,102
9706,south,north,south,2019-03-06,81,120,142,118,149
